Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2018-02-01,490.59735107421875,496.2980053319612,479.43185628507376,489.5686548963687,13005454
2018-02-02,490.0189208984375,498.4412989950978,484.38256771832204,486.58996715499774,10244486
2018-02-05,487.85443115234375,494.9909524470706,486.8471863343142,488.62596676538544,9860220
2018-02-06,474.80291748046875,483.6324625115945,469.40232603981354,471.45966680108813,10552078
2018-02-07,475.360107421875,482.11085929263646,473.0027020066885,478.33898969966776,8342056
2018-02-08,486.16131591796875,491.36904953716737,478.5747771889385,481.2536471245676,8807244
2018-02-09,475.40301513671875,480.1821298719807,474.0528541384438,479.1962847439242,4382690
2018-02-12,472.68115234375,480.3105407360137,470.53805689845126,477.8245814124669,6291972
2018-02-14,470.51666259765625,478.89618774293575,467.280567150552,474.05277051515174,8345712
2018-02-15,477.6746826171875,484.21112591125575,472.7670133349048,472.7670133349048,7986736
2018-02-16,483.5038757324219,489.3330859811145,479.2390835971643,482.196566335021,9889222
2018-02-19,485.0897216796875,486.91135306218246,480.182053354341,483.6538579954673,6461840
2018-02-20,487.31854248046875,492.69773397141944,473.0884070212738,473.0884070212738,7188594
2018-02-21,491.7976989746094,493.7264854468913,488.6259063114095,491.8405504318793,13771358
2018-02-22,497.51971435546875,498.912726693746,488.8187240523278,491.0047237328124,17859974
2018-02-23,495.3337707519531,499.7699688446866,491.5190495477225,498.6984208840419,9459828
2018-02-26,488.0257568359375,495.0765732913777,486.2041254368279,493.3406447941449,5083608
2018-02-27,492.9977722167969,494.476539817726,482.4752024780693,490.74752146561127,6616026
2018-02-28,502.5988464355469,509.84252113458143,489.718871304725,491.8833667984182,17268416
2018-03-01,497.51971435546875,501.31298364305735,495.50522513340036,501.31298364305735,6579852
2018-03-05,495.44091796875,501.8273541808281,490.0188749064988,497.51971051626373,8101456
2018-03-06,493.4906921386719,499.51281266483505,490.1688934283116,498.291258442135,6689734
2018-03-07,490.3831787109375,497.19823393349907,487.7900641424794,495.0551380975788,6370416
2018-03-08,495.7624206542969,499.6842968975966,492.4834732272207,492.4834732272207,6093014
2018-03-09,498.6555480957031,499.7699474627601,495.29089810756597,498.2054770428169,4220964
2018-03-12,508.2351989746094,510.84976554063024,502.23453038034876,504.05616191789215,7676970
2018-03-13,507.39935302734375,513.0571046816303,503.6917870446334,505.8562822837458,8581052
2018-03-14,506.113525390625,510.3139617683918,501.09864982231113,505.77060913372884,4429710
2018-03-15,506.84210205078125,509.37096528644673,502.3416013560386,505.77055426631875,6101500
2018-03-16,502.298828125,506.7993295205431,501.16297683226554,506.6278713839965,17954826
2018-03-19,491.51910400390625,505.98500307530963,489.7617756180873,498.91278575151244,7526620
2018-03-20,499.1484069824219,501.4843602102894,492.3119007643316,492.3119007643316,8553766
2018-03-21,500.4129638671875,503.84191779518534,498.14126096121504,501.4845119696868,7692994
2018-03-22,497.75555419921875,504.6777132049714,495.1838387082834,499.1271148657101,6813168
2018-03-23,500.45574951171875,503.11321984944243,489.6331150997666,491.6262047726399,12008084
2018-03-26,495.162353515625,500.1557778890348,490.3403872944168,500.1557778890348,8930722
2018-03-27,494.6264343261719,497.7553746400908,492.9548093957449,497.1981488893929,3802088
2018-03-28,485.1112060546875,493.2335185401694,482.7323486907372,493.2335185401694,12558322
2018-04-02,487.404296875,492.7191850172952,480.610693533233,489.05447020583796,8072702
2018-04-03,488.8186340332031,490.14739510697103,483.52519858690573,486.35407419626966,4077168
2018-04-04,481.8536376953125,490.57607943968134,480.0534581558978,490.3403179735242,4813302
2018-04-05,491.8619079589844,493.46922971085894,483.9538535467584,488.4329548883186,7763544
2018-04-06,483.0538635253906,491.19762874897754,480.9536188718133,489.91177108209536,5937742
2018-04-09,476.302978515625,482.5394073969602,474.28848965889426,482.19649118567213,7202882
2018-04-10,477.2246398925781,481.9823026693534,473.79568620529056,476.6245625329666,8926058
2018-04-11,481.8750305175781,484.9825190399285,478.55323244196217,479.1961611017588,9025574
2018-04-12,498.3127136230469,502.66320933552316,482.1966408036355,484.1039754763629,17044366
2018-04-13,502.1059265136719,508.29950516908167,493.01922066290086,503.19892637100247,21227038
2018-04-16,485.71124267578125,488.62587408142946,472.33834494538183,472.33834494538183,24745084
2018-04-17,482.2822265625,483.22522004622505,477.91033234327494,483.0537619290322,10397940
2018-04-18,482.6037902832031,486.3756603514155,477.4175081806727,481.27508116429266,10430380
2018-04-19,485.561279296875,488.54021430805165,481.38224184692854,481.76800961433713,8525542
